1.0	0.11206456226376545
0.0	0.42220860149147
-1.0	0.11196240678312391
15.0	0.0027581979773214833
-17.0	0.0030646644192460926
-3.0	0.026969046889365616
-30.0	0.002451731535396874
-27.0	0.0021452650934722646
-2.0	0.046174277249974464
-25.0	0.0011237102870569006
-18.0	0.002247420574113801
-14.0	0.003473286341812238
-13.0	0.003677597303095311
-12.0	0.003677597303095311
2.0	0.043722545714577586
-15.0	0.00286035345796302
-23.0	0.001940954132189192
-7.0	0.007763816528756768
-6.0	0.00970477066094596
-4.0	0.015527633057513536
3.0	0.02339360506691184
7.0	0.006129328838492185
-9.0	0.0055163959546429666
5.0	0.010624169986719787
28.0	0.000715088364490755
4.0	0.015834099499438144
8.0	0.003677597303095311
26.0	0.000715088364490755
-20.0	0.00143017672898151
-19.0	0.003371130861170702
-5.0	0.012667279599550515
-31.0	0.0016344876902645827
-28.0	0.0016344876902645827
-16.0	0.002247420574113801
-11.0	0.004596996628869139
9.0	0.00398406374501992
11.0	0.0030646644192460926
12.0	0.0023495760547553378
-22.0	0.0018387986515476554
6.0	0.007559505567473695
-42.0	0.001736643170906119
-33.0	0.001736643170906119
-8.0	0.006027173357850649
-24.0	0.0011237102870569006
-10.0	0.002962508938604556
10.0	0.002451731535396874
20.0	0.0008172438451322913
35.0	0.00010215548064153642
-45.0	0.004290530186944529
16.0	0.0020431096128307284
-35.0	0.001225865767698437
14.0	0.0023495760547553378
27.0	0.0008172438451322913
25.0	0.000715088364490755
-46.0	0.001736643170906119
-21.0	0.0020431096128307284
22.0	0.0008172438451322913
24.0	0.0006129328838492185
19.0	0.0013280212483399733
-36.0	0.0021452650934722646
-29.0	0.0018387986515476554
23.0	0.0006129328838492185
29.0	0.0004086219225661457
21.0	0.0009193993257738277
-26.0	0.001225865767698437
17.0	0.0018387986515476554
-34.0	0.001225865767698437
-44.0	0.0026560424966799467
18.0	0.0006129328838492185
39.0	0.00010215548064153642
-43.0	0.00143017672898151
-37.0	0.0016344876902645827
13.0	0.0015323322096230463
33.0	0.00030646644192460924
-41.0	0.0018387986515476554
-32.0	0.0011237102870569006
-40.0	0.001736643170906119
-39.0	0.001225865767698437
-38.0	0.0011237102870569006
32.0	0.00020431096128307284
34.0	0.00020431096128307284
31.0	0.00010215548064153642
40.0	0.00010215548064153642
30.0	0.00030646644192460924
