0.0	0
-1.0	100
1.0	101
-2.0	11100
2.0	11011
-3.0	111101
3.0	111011
-4.0	110000
4.0	110001
-5.0	1111001
5.0	1101010
-6.0	1101000
6.0	11111110
-7.0	11111111
7.0	11110000
-8.0	11101010
-9.0	11010111
-11.0	11001110
-45.0	11001010
9.0	11001000
8.0	111111000
-13.0	111110110
-12.0	111110111
-19.0	111110010
-14.0	111110011
11.0	111100010
-10.0	111010110
-17.0	111010111
-15.0	111010010
15.0	111010000
-44.0	110101101
-30.0	110100100
10.0	110100101
12.0	110011110
14.0	110011111
-18.0	110011000
-16.0	110011001
-27.0	110010110
-36.0	110010111
16.0	110010010
-21.0	110010011
-23.0	1111110111
17.0	1111110100
-41.0	1111110101
-22.0	1111110010
-29.0	1111110011
-46.0	1111101010
-40.0	1111101011
-42.0	1111101000
-33.0	1111101001
-28.0	1111100000
-37.0	1111100001
13.0	1111000110
-31.0	1111000111
-43.0	1110100110
-20.0	1110100011
19.0	1101011001
-34.0	1101001110
-39.0	1101001111
-35.0	1101001100
-26.0	1101001101
-32.0	1100110110
-38.0	1100110111
-25.0	1100110100
-24.0	1100110101
21.0	11111101100
22.0	11111000110
20.0	11111000100
27.0	11111000101
26.0	11101001110
25.0	11101001111
28.0	11101000101
23.0	11010110000
18.0	11010110001
24.0	111111011011
29.0	111110001110
33.0	111010001000
30.0	111010001001
32.0	1111100011110
34.0	1111100011111
31.0	11111101101010
40.0	11111101101011
35.0	11111101101000
39.0	11111101101001
